City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time,Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Fare Amount,Fare Currency
Los Angeles,UberX,COMPLETED,2020-02-17 04:43:38 +0000 UTC,2020-02-17 04:52:00 +0000 UTC,34.08361,-118.35209,"7422 Melrose Ave, Los Angeles, CA 90046, US",2020-02-17 05:01:35 +0000 UTC,34.09819,-118.3077,"5419 W Sunset Blvd, Los Angeles, CA 90027, US",3.56,9.14,USD
Los Angeles,UberX,COMPLETED,2020-02-17 01:17:06 +0000 UTC,2020-02-17 01:19:19 +0000 UTC,33.99775,-118.47477,"423 Rose Ave, Venice, CA 90291, US",2020-02-17 01:29:59 +0000 UTC,33.98216,-118.45949,"4100 Admiralty Way, Marina del Rey, CA 90292, US",2.21,7.43,USD
Los Angeles,UberX,COMPLETED,2020-02-16 20:29:34 +0000 UTC,2020-02-16 20:35:00 +0000 UTC,33.9617397,-118.367347,"621 W Manchester Blvd, Inglewood, CA 90301, US",2020-02-16 20:55:09 +0000 UTC,33.979347,-118.4664342,"Venice Beach Pier Public Parkingl Lot, Unnamed Road, Marina Del Rey, CA 90292, United States",7.27,11.65,USD
Los Angeles,UberX,COMPLETED,2020-02-16 18:45:42 +0000 UTC,2020-02-16 18:51:31 +0000 UTC,33.9822129,-118.4594291,"4100 Admiralty Way, Marina del Rey, CA 90292, US",2020-02-16 19:07:13 +0000 UTC,33.962254,-118.3670677,"621 W Manchester Blvd, Inglewood, CA 90301, US",7.24,10.63,USD
Los Angeles,UberX,COMPLETED,2020-02-16 00:17:16 +0000 UTC,2020-02-16 00:23:12 +0000 UTC,34.01283,-118.49658,"111 Broadway, Santa Monica, CA 90401, US",2020-02-16 00:46:38 +0000 UTC,33.9822,-118.45949,"4100 Admiralty Way, Marina del Rey, CA 90292, US",3.81,10.3,USD
Los Angeles,UberX,DRIVER_CANCELED,2020-02-15 23:36:22 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,34.0102773,-118.4934412,,1970-01-01 00:00:00 +0000 UTC,34.0135063,-118.4972225,"4100 Admiralty Way, Marina del Rey, CA 90292, US",0.00,5,USD
Los Angeles,UberX,CANCELED,2020-02-15 23:35:06 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"2533-2585 S Sepulveda Blvd, Los Angeles, CA 90064, USA",0.00,0,USD
Los Angeles,UberX,COMPLETED,2020-02-15 21:34:42 +0000 UTC,2020-02-15 21:37:17 +0000 UTC,33.9908636,-118.4670696,"1331 Abbot Kinney Blvd, Venice, CA 90291, US",2020-02-15 21:55:53 +0000 UTC,34.0111152,-118.4944199,"200 Santa Monica Pier Ste A, Santa Monica, CA 90401, US",2.24,8.08,USD
Los Angeles,UberX,COMPLETED,2020-02-15 18:37:59 +0000 UTC,2020-02-15 18:41:56 +0000 UTC,34.03419,-118.43333,"2544 S Sepulveda Blvd, Los Angeles, CA 90064, US",2020-02-15 19:05:23 +0000 UTC,33.98222,-118.45949,"4100 Admiralty Way, Marina del Rey, CA 90292, US",9.38,14.17,USD
Los Angeles,UberX,COMPLETED,2020-02-15 04:36:58 +0000 UTC,2020-02-15 04:42:19 +0000 UTC,34.03424,-118.4334,"2544 S Sepulveda Blvd, Los Angeles, CA 90064, US",2020-02-15 04:53:05 +0000 UTC,33.99695,-118.43188,"12517 W Washington Blvd, Culver City, CA 90066, US",3.79,7.31,USD
Los Angeles,UberX,CANCELED,2020-02-15 04:35:53 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"100 Manhattan Beach Blvd, Manhattan Beach, CA 90266, US",0.00,0,USD
Los Angeles,UberX,COMPLETED,2020-02-15 02:04:09 +0000 UTC,2020-02-15 02:09:28 +0000 UTC,34.03443,-118.23505,"1716 E 7th St, Los Angeles, CA 90021, US",2020-02-15 03:07:06 +0000 UTC,34.03428,-118.43341,"2533-2585 S Sepulveda Blvd, Los Angeles, CA 90064, USA",12.82,31.78,USD
San Francisco,UberX,COMPLETED,2020-02-14 16:17:07 +0000 UTC,2020-02-14 16:19:15 +0000 UTC,37.8645,-122.26531,"2185 Dwight Way, Berkeley, CA 94704, USA",2020-02-14 16:34:49 +0000 UTC,37.81086,-122.27343,"Greyhound: Bus Station, 2103 San Pablo Ave, Oakland, CA 94612, United States",4.59,10.1,USD
San Francisco,UberX,CANCELED,2020-02-11 02:35:42 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,37.8688,-122.1947,,1970-01-01 00:00:00 +0000 UTC,37.8618400472,-122.210977594,"2518 Durant Ave ste c, Berkeley, CA 94704, USA",0.00,0,USD
San Francisco,UberX,COMPLETED,2020-02-10 16:19:16 +0000 UTC,2020-02-10 16:22:38 +0000 UTC,37.86862,-122.25684,"2310 Bowditch St, Berkeley, CA 94704, US",2020-02-10 16:39:22 +0000 UTC,37.89871,-122.16592,"36 Charles Hill Cir, Orinda, CA 94563, USA",8.19,12.82,USD
San Francisco,UberX,COMPLETED,2020-02-09 09:21:37 +0000 UTC,2020-02-09 09:26:33 +0000 UTC,37.83838,-122.26223,"5227 Telegraph Ave, Oakland, CA 94609, US",2020-02-09 09:32:48 +0000 UTC,37.86424,-122.26551,"2185 Dwight Way, Berkeley, CA 94704, USA",2.04,8.1,USD
San Francisco,UberEATS Marketplace,COMPLETED,2020-02-03 20:45:46 +0000 UTC,2020-02-03 20:58:59 +0000 UTC,37.8645273,-122.2655217,,2020-02-03 20:58:59 +0000 UTC,37.8645273,-122.2655217,,0.37,18.29,USD
San Francisco,UberEATS Marketplace,CANCELED,2020-02-03 06:56:47 +0000 UTC,2020-02-03 07:00:56 +0000 UTC,37.8676232,-122.2580775,,2020-02-03 07:00:56 +0000 UTC,37.8676232,-122.2580775,,0.46,13.1,USD
San Francisco,UberX,COMPLETED,2020-01-30 22:42:13 +0000 UTC,2020-01-30 22:53:39 +0000 UTC,37.89885,-122.16547,"36 Charles Hill Cir, Orinda, CA 94563, USA",2020-01-30 23:10:01 +0000 UTC,37.86469,-122.26535,"2185 Dwight Way, Berkeley, CA 94704, USA",9.49,17.2,USD
San Francisco,UberX,CANCELED,2020-01-29 03:00:20 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"36 Charles Hill Cir, Orinda, CA 94563, USA",0.00,0,USD
San Francisco,UberEATS Marketplace,COMPLETED,2020-01-26 10:13:01 +0000 UTC,2020-01-26 10:28:06 +0000 UTC,37.8645273,-122.2655217,,2020-01-26 10:28:06 +0000 UTC,37.8645273,-122.2655217,,0.45,17.66,USD
San Francisco,UberEATS Marketplace,COMPLETED,2020-01-18 03:27:18 +0000 UTC,2020-01-18 04:08:59 +0000 UTC,37.8645273,-122.2655217,,2020-01-18 04:08:59 +0000 UTC,37.8645273,-122.2655217,,0.40,14.64,USD
San Francisco,UberX,COMPLETED,2020-01-15 02:52:29 +0000 UTC,2020-01-15 03:00:40 +0000 UTC,37.8642282,-122.2656051,"2185 Dwight Way, Berkeley, CA 94704, USA",2020-01-15 03:21:16 +0000 UTC,37.8989174,-122.1654203,"36 Charles Hill Cir, Orinda, CA 94563, USA",9.62,19.79,USD
San Francisco,UberEATS Marketplace,COMPLETED,2020-01-12 00:39:45 +0000 UTC,2020-01-12 01:03:00 +0000 UTC,37.8645273,-122.2655217,,2020-01-12 01:03:00 +0000 UTC,37.8645273,-122.2655217,,0.41,16.77,USD
San Francisco,UberX,COMPLETED,2020-01-11 04:59:25 +0000 UTC,2020-01-11 05:01:01 +0000 UTC,37.80804,-122.26996,"1807 Telegraph Ave, Oakland, CA 94612, US",2020-01-11 05:15:48 +0000 UTC,37.86786,-122.25859,"2518 Durant Ave ste c, Berkeley, CA 94704, USA",5.01,11.54,USD
San Francisco,UberX,DRIVER_CANCELED,2020-01-11 04:52:34 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,37.8091598,-122.2697431,,1970-01-01 00:00:00 +0000 UTC,37.8084364,-122.2704103,"2518 Durant Ave ste c, Berkeley, CA 94704, USA",0.00,5.25,USD
San Francisco,UberX,COMPLETED,2020-01-11 01:45:25 +0000 UTC,2020-01-11 01:47:15 +0000 UTC,37.8646443,-122.265364,"2185 Dwight Way, Berkeley, CA 94704, USA",2020-01-11 01:59:49 +0000 UTC,37.8080017,-122.2726946,"1825 San Pablo Ave # 3, Oakland, CA 94612, US",5.17,11.3,USD
San Francisco,UberEATS Marketplace,COMPLETED,2020-01-06 21:27:52 +0000 UTC,2020-01-06 21:44:16 +0000 UTC,37.8645273,-122.2655217,,2020-01-06 21:44:16 +0000 UTC,37.8645273,-122.2655217,,0.37,15.91,USD
San Francisco,UberEATS Marketplace,CANCELED,2020-01-02 09:36:57 +0000 UTC,2020-01-02 10:05:05 +0000 UTC,37.867733,-122.258311,,2020-01-02 10:05:05 +0000 UTC,37.867733,-122.258311,,0.45,12.02,USD
San Francisco,UberX,COMPLETED,2020-01-01 13:25:13 +0000 UTC,2020-01-01 13:35:50 +0000 UTC,37.7768698,-122.4383355,"1301 Fulton St, San Francisco, CA 94117, USA",2020-01-01 13:55:40 +0000 UTC,37.8646252,-122.265366,"2185 Dwight Way, Berkeley, CA 94704, USA",14.20,34.15,USD
San Francisco,UberX,COMPLETED,2020-01-01 04:37:51 +0000 UTC,2020-01-01 04:41:10 +0000 UTC,37.8646773,-122.2651983,"2185 Dwight Way, Berkeley, CA 94704, USA",2020-01-01 05:08:27 +0000 UTC,37.7549499,-122.4198195,"115 Bartlett St, San Francisco, CA 94110, US",15.66,25.53,USD
San Francisco,UberEATS Marketplace,CANCELED,2019-12-29 19:19:13 +0000 UTC,2019-12-29 19:21:35 +0000 UTC,37.8590638,-122.2589859,,2019-12-29 19:21:35 +0000 UTC,37.8590638,-122.2589859,,0.52,0,USD
San Francisco,UberX,COMPLETED,2019-12-29 01:21:29 +0000 UTC,2019-12-29 01:27:58 +0000 UTC,37.8989072,-122.165988,"36 Charles Hill Cir, Lafayette, CA 94549, US",2019-12-29 01:46:22 +0000 UTC,37.8645914,-122.265394,"2185 Dwight Way, Berkeley, CA 94704, USA",9.53,20.38,USD
San Francisco,UberX,COMPLETED,2019-12-27 22:33:57 +0000 UTC,2019-12-27 22:36:17 +0000 UTC,37.86877,-122.25859,UC Berkeley,2019-12-27 22:59:02 +0000 UTC,37.89876,-122.16589,"36 Charles Hill Cir, Orinda, CA 94563, USA",9.72,17.88,USD
San Francisco,UberX,COMPLETED,2019-12-27 19:53:16 +0000 UTC,2019-12-27 20:00:33 +0000 UTC,37.89871,-122.16592,"36 Charles Hill Cir, Lafayette, CA 94549, US",2019-12-27 20:20:54 +0000 UTC,37.872,-122.26917,"2050 University Ave, Berkeley, CA 94704, US",10.76,18.58,USD
San Francisco,UberX,COMPLETED,2019-12-27 01:09:51 +0000 UTC,2019-12-27 01:14:02 +0000 UTC,37.8069,-122.26656,"1957 Webster St, Oakland, CA 94612, US",2019-12-27 01:30:56 +0000 UTC,37.89892,-122.16548,"36 Charles Hill Cir, Orinda, CA 94563, USA",10.46,20.54,USD
San Francisco,UberX,COMPLETED,2019-12-23 01:02:59 +0000 UTC,2019-12-23 01:05:34 +0000 UTC,37.86964,-122.266,"2200 Oxford St, Berkeley, CA 94704, US",2019-12-23 01:27:06 +0000 UTC,37.89876,-122.16589,"36 Charles Hill Cir, Orinda, CA 94563, USA",9.74,18.88,USD
San Francisco,UberX,COMPLETED,2019-12-21 21:47:12 +0000 UTC,2019-12-21 21:51:25 +0000 UTC,37.86446,-122.2653,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-12-21 22:11:11 +0000 UTC,37.89872,-122.16591,"36 Charles Hill Cir, Orinda, CA 94563, USA",8.49,17.79,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-12-20 07:39:31 +0000 UTC,2019-12-20 08:08:33 +0000 UTC,37.8645273,-122.2655217,,2019-12-20 08:08:33 +0000 UTC,37.8645273,-122.2655217,,0.46,17.13,USD
San Francisco,UberX,COMPLETED,2019-12-19 18:49:50 +0000 UTC,2019-12-19 18:52:24 +0000 UTC,37.86452,-122.26532,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-12-19 18:59:45 +0000 UTC,37.87375,-122.25746,"University Dr, Berkeley, CA 94720, US",1.53,10.55,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-12-17 21:35:22 +0000 UTC,2019-12-17 21:56:25 +0000 UTC,37.8645273,-122.2655217,,2019-12-17 21:56:25 +0000 UTC,37.8645273,-122.2655217,,0.37,15.29,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-12-13 23:32:02 +0000 UTC,2019-12-13 23:46:35 +0000 UTC,37.8736216,-122.2578554,,2019-12-13 23:46:35 +0000 UTC,37.8736216,-122.2578554,,0.17,29.05,USD
San Francisco,UberX,COMPLETED,2019-12-13 22:08:48 +0000 UTC,2019-12-13 22:11:56 +0000 UTC,37.8645,-122.26531,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-12-13 22:20:37 +0000 UTC,37.87378,-122.25747,"University Dr, Berkeley, CA 94720, US",1.57,6.78,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-12-13 11:06:15 +0000 UTC,2019-12-13 11:42:03 +0000 UTC,37.8645273,-122.2655217,,2019-12-13 11:42:03 +0000 UTC,37.8645273,-122.2655217,,6.85,34.3,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-12-12 18:42:24 +0000 UTC,2019-12-12 19:00:09 +0000 UTC,37.8645273,-122.2655217,,2019-12-12 19:00:09 +0000 UTC,37.8645273,-122.2655217,,0.39,16.53,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-12-11 03:43:21 +0000 UTC,2019-12-11 04:23:13 +0000 UTC,37.8645273,-122.2655217,,2019-12-11 04:23:13 +0000 UTC,37.8645273,-122.2655217,,0.45,29.6,USD
San Francisco,UberX,COMPLETED,2019-12-10 23:41:12 +0000 UTC,2019-12-10 23:48:59 +0000 UTC,37.8644723,-122.2653164,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-12-10 23:55:54 +0000 UTC,37.8737898,-122.2566247,"University Dr, Berkeley, CA 94720, US",1.45,7.84,USD
San Francisco,UberX,COMPLETED,2019-12-09 21:38:20 +0000 UTC,2019-12-09 21:44:28 +0000 UTC,37.86439,-122.26529,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-12-09 21:52:11 +0000 UTC,37.87368,-122.25744,"University Dr, Berkeley, CA 94720, US",1.53,7.97,USD
San Francisco,UberX,COMPLETED,2019-12-07 01:47:31 +0000 UTC,2019-12-07 01:52:23 +0000 UTC,37.86441,-122.26529,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-12-07 02:02:57 +0000 UTC,37.87382,-122.25748,"University Dr, Berkeley, CA 94720, US",1.57,9.68,USD
San Francisco,UberX,COMPLETED,2019-12-04 21:44:07 +0000 UTC,2019-12-04 21:48:35 +0000 UTC,37.8641571,-122.2650907,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-12-04 21:58:26 +0000 UTC,37.873918,-122.2574823,"University Dr, Berkeley, CA 94720, US",1.55,6.62,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-12-04 05:28:15 +0000 UTC,2019-12-04 05:48:03 +0000 UTC,37.8645273,-122.2655217,,2019-12-04 05:48:03 +0000 UTC,37.8645273,-122.2655217,,0.87,17.19,USD
San Francisco,UberX,COMPLETED,2019-12-03 21:24:23 +0000 UTC,2019-12-03 21:27:49 +0000 UTC,37.86429,-122.26526,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-12-03 21:36:10 +0000 UTC,37.87372,-122.25745,"University Dr, Berkeley, CA 94720, US",1.81,6.99,USD
San Francisco,Pool: MATCHED,COMPLETED,2019-12-02 21:40:23 +0000 UTC,2019-12-02 21:50:46 +0000 UTC,37.86401,-122.26703,"2479 Shattuck Ave, Berkeley, CA 94704, United States",2019-12-02 22:00:33 +0000 UTC,37.87531,-122.25838,"Berkeley, CA 94709, USA",1.69,4.95,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-12-01 19:00:54 +0000 UTC,2019-12-01 19:22:35 +0000 UTC,37.8645273,-122.2655217,,2019-12-01 19:22:35 +0000 UTC,37.8645273,-122.2655217,,0.39,16.53,USD
San Francisco,UberEATS Marketplace,CANCELED,2019-12-01 18:49:34 +0000 UTC,2019-12-01 18:49:39 +0000 UTC,37.8701898,-122.2660127,,2019-12-01 18:49:39 +0000 UTC,37.8701898,-122.2660127,,0.39,0,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-11-30 23:33:55 +0000 UTC,2019-12-01 00:00:36 +0000 UTC,37.8645273,-122.2655217,,2019-12-01 00:00:36 +0000 UTC,37.8645273,-122.2655217,,0.96,30.17,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-11-26 08:31:06 +0000 UTC,2019-11-26 08:55:58 +0000 UTC,37.8645273,-122.2655217,,2019-11-26 08:55:58 +0000 UTC,37.8645273,-122.2655217,,0.46,15.89,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-11-25 08:17:10 +0000 UTC,2019-11-25 08:34:19 +0000 UTC,37.8645273,-122.2655217,,2019-11-25 08:34:19 +0000 UTC,37.8645273,-122.2655217,,0.45,14.66,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-11-24 22:38:50 +0000 UTC,2019-11-24 22:54:36 +0000 UTC,37.8645273,-122.2655217,,2019-11-24 22:54:36 +0000 UTC,37.8645273,-122.2655217,,0.37,15.92,USD
San Francisco,UberEATS Marketplace,CANCELED,2019-11-24 00:11:03 +0000 UTC,2019-11-24 00:11:08 +0000 UTC,37.856417,-122.253233,,2019-11-24 00:11:08 +0000 UTC,37.856417,-122.253233,,0.87,0,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-11-21 04:56:28 +0000 UTC,2019-11-21 05:25:33 +0000 UTC,37.8645273,-122.2655217,,2019-11-21 05:25:33 +0000 UTC,37.8645273,-122.2655217,,0.37,18.4,USD
San Francisco,UberX,COMPLETED,2019-11-19 02:01:51 +0000 UTC,2019-11-19 02:06:14 +0000 UTC,37.8644702,-122.265296,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-11-19 02:15:33 +0000 UTC,37.8737278,-122.2574944,"University Dr, Berkeley, CA 94720, US",1.53,8.29,USD
San Francisco,UberX,CANCELED,2019-11-19 02:01:12 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,37.8629838,-122.2671807,,1970-01-01 00:00:00 +0000 UTC,37.8638656,-122.2672957,"University Dr, Berkeley, CA 94720, US",0.00,0,USD
San Francisco,UberX,COMPLETED,2019-11-19 00:03:27 +0000 UTC,2019-11-19 00:08:03 +0000 UTC,37.8739663,-122.2567169,UC Berkeley,2019-11-19 00:17:13 +0000 UTC,37.8645521,-122.265304,"2185 Dwight Way, Berkeley, CA 94704, USA",1.53,10.74,USD
San Francisco,UberX,COMPLETED,2019-11-18 21:36:49 +0000 UTC,2019-11-18 21:40:37 +0000 UTC,37.86442,-122.26529,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-11-18 21:48:39 +0000 UTC,37.87377,-122.25747,"University Dr, Berkeley, CA 94720, US",1.57,7.32,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-11-18 05:06:25 +0000 UTC,2019-11-18 05:24:06 +0000 UTC,37.8645273,-122.2655217,,2019-11-18 05:24:06 +0000 UTC,37.8645273,-122.2655217,,0.37,16.23,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-11-17 04:17:15 +0000 UTC,2019-11-17 05:01:18 +0000 UTC,37.8645273,-122.2655217,,2019-11-17 05:01:18 +0000 UTC,37.8645273,-122.2655217,,0.41,11.74,USD
San Francisco,Pool: MATCHED,COMPLETED,2019-11-16 21:00:02 +0000 UTC,2019-11-16 21:04:48 +0000 UTC,37.8646,-122.26533,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-11-16 21:37:24 +0000 UTC,37.89872,-122.16591,"36 Charles Hill Cir, Orinda, CA 94563, USA",14.65,11.31,USD
San Francisco,UberX,COMPLETED,2019-11-16 06:04:33 +0000 UTC,2019-11-16 06:09:19 +0000 UTC,37.84609,-122.26121,"5953 Telegraph Ave, Oakland, CA 94609, USA",2019-11-16 06:15:03 +0000 UTC,37.8639,-122.26725,"2185 Dwight Way, Berkeley, CA 94704, USA",1.77,8.05,USD
San Francisco,UberX,COMPLETED,2019-11-16 05:46:14 +0000 UTC,2019-11-16 05:50:08 +0000 UTC,37.8678659,-122.2584066,"2516 Durant Ave, Berkeley, CA 94704, US",2019-11-16 05:58:15 +0000 UTC,37.8462387,-122.2611748,"5953 Telegraph Ave, Oakland, CA 94609, USA",2.02,9.17,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-11-11 09:11:17 +0000 UTC,2019-11-11 09:49:11 +0000 UTC,37.8645273,-122.2655217,,2019-11-11 09:49:11 +0000 UTC,37.8645273,-122.2655217,,0.45,16.68,USD
San Francisco,UberX,COMPLETED,2019-11-11 09:03:35 +0000 UTC,2019-11-11 09:06:11 +0000 UTC,37.92973,-122.31987,"2085 Key Blvd, El Cerrito, CA 94530, US",2019-11-11 09:19:49 +0000 UTC,37.86477,-122.26539,"2185 Dwight Way, Berkeley, CA 94704, USA",7.47,14.65,USD
San Francisco,Pool: MATCHED,COMPLETED,2019-11-11 03:38:19 +0000 UTC,2019-11-11 03:43:02 +0000 UTC,37.8643,-122.26505,"Berkeley, CA 94704, USA",2019-11-11 04:14:55 +0000 UTC,37.93014,-122.32019,"2087 Key Blvd, El Cerrito, CA 94530, USA",7.92,8.1,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-11-10 21:10:18 +0000 UTC,2019-11-10 21:27:50 +0000 UTC,37.8645273,-122.2655217,,2019-11-10 21:27:50 +0000 UTC,37.8645273,-122.2655217,,0.53,14.59,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-11-09 21:53:06 +0000 UTC,2019-11-09 22:11:12 +0000 UTC,37.8645273,-122.2655217,,2019-11-09 22:11:12 +0000 UTC,37.8645273,-122.2655217,,0.37,15.29,USD
San Francisco,UberX,COMPLETED,2019-11-09 07:36:52 +0000 UTC,2019-11-09 07:43:29 +0000 UTC,37.88144,-122.25415,"9 W Parnassus Ct, Berkeley, CA 94708, US",2019-11-09 07:53:01 +0000 UTC,37.86466,-122.26534,"2185 Dwight Way, Berkeley, CA 94704, USA",2.33,9.31,USD
San Francisco,UberX,COMPLETED,2019-11-09 04:13:57 +0000 UTC,2019-11-09 04:17:43 +0000 UTC,37.86425,-122.26525,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-11-09 04:29:44 +0000 UTC,37.88125,-122.25402,"9 W Parnassus Ct, Berkeley, CA 94708, US",2.59,7.9,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-11-08 02:47:25 +0000 UTC,2019-11-08 03:11:30 +0000 UTC,37.8645273,-122.2655217,,2019-11-08 03:11:30 +0000 UTC,37.8645273,-122.2655217,,0.45,13.85,USD
San Francisco,UberX,COMPLETED,2019-11-04 21:30:39 +0000 UTC,2019-11-04 21:32:39 +0000 UTC,37.86455,-122.26532,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-11-04 21:38:12 +0000 UTC,37.87373,-122.25659,"University Dr, Berkeley, CA 94720, US",1.50,7.25,USD
San Francisco,Pool: MATCHED,COMPLETED,2019-11-03 02:59:43 +0000 UTC,2019-11-03 03:04:12 +0000 UTC,37.86526,-122.26547,"2424 Fulton St, Berkeley, CA 94704, USA",2019-11-03 03:53:30 +0000 UTC,37.75388,-122.4179,"3342 23rd St, San Francisco, CA 94110, USA",16.73,17.65,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-11-02 21:17:21 +0000 UTC,2019-11-02 21:46:59 +0000 UTC,37.8645273,-122.2655217,,2019-11-02 21:46:59 +0000 UTC,37.8645273,-122.2655217,,0.37,15.29,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-11-01 23:49:07 +0000 UTC,2019-11-02 00:20:17 +0000 UTC,37.8645273,-122.2655217,,2019-11-02 00:20:17 +0000 UTC,37.8645273,-122.2655217,,0.87,14.7,USD
San Francisco,Pool,COMPLETED,2019-10-28 20:02:38 +0000 UTC,2019-10-28 20:06:50 +0000 UTC,37.8642199,-122.2654005,"Berkeley, CA 94704, USA",2019-10-28 20:25:38 +0000 UTC,37.8988727,-122.1655493,"36 Charles Hill Cir, Orinda, CA 94563, USA",9.59,11.18,USD
San Francisco,Pool,DRIVER_CANCELED,2019-10-28 19:54:57 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,37.8665756223,-122.267599484,,1970-01-01 00:00:00 +0000 UTC,37.86427,-122.26502,"36 Charles Hill Cir, Orinda, CA 94563, USA",0.00,5.25,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-10-26 20:03:11 +0000 UTC,2019-10-26 20:18:07 +0000 UTC,37.8645273,-122.2655217,,2019-10-26 20:18:07 +0000 UTC,37.8645273,-122.2655217,,0.37,15.29,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-10-25 19:19:14 +0000 UTC,2019-10-25 19:52:25 +0000 UTC,37.8645273,-122.2655217,,2019-10-25 19:52:25 +0000 UTC,37.8645273,-122.2655217,,1.14,14.64,USD
San Francisco,UberX,COMPLETED,2019-10-23 19:59:12 +0000 UTC,2019-10-23 20:03:06 +0000 UTC,37.8642835,-122.265305,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-10-23 20:10:01 +0000 UTC,37.873909,-122.2574012,"University Dr, Berkeley, CA 94720, US",1.81,6.97,USD
San Francisco,UberX,COMPLETED,2019-10-22 16:25:27 +0000 UTC,2019-10-22 16:29:08 +0000 UTC,37.86435,-122.26528,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-10-22 16:36:36 +0000 UTC,37.87399,-122.25685,"University Dr, Berkeley, CA 94720, US",1.78,7.02,USD
San Francisco,UberX,COMPLETED,2019-10-21 20:40:55 +0000 UTC,2019-10-21 20:47:57 +0000 UTC,37.86447,-122.2653,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-10-21 20:54:16 +0000 UTC,37.87373,-122.25659,"University Dr, Berkeley, CA 94720, US",1.52,7.87,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-10-20 20:16:09 +0000 UTC,2019-10-20 20:45:31 +0000 UTC,37.8645273,-122.2655217,,2019-10-20 20:45:31 +0000 UTC,37.8645273,-122.2655217,,0.87,17.19,USD
San Francisco,UberEATS Marketplace,COMPLETED,2019-10-19 20:45:54 +0000 UTC,2019-10-19 21:15:41 +0000 UTC,37.8645273,-122.2655217,,2019-10-19 21:15:41 +0000 UTC,37.8645273,-122.2655217,,0.37,14.05,USD
San Francisco,UberX,COMPLETED,2019-10-18 19:19:08 +0000 UTC,2019-10-18 19:24:22 +0000 UTC,37.86452,-122.26532,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-10-18 19:31:15 +0000 UTC,37.87383,-122.25664,"University Dr, Berkeley, CA 94720, US",1.78,7.03,USD
San Francisco,UberX,COMPLETED,2019-10-15 20:50:21 +0000 UTC,2019-10-15 20:54:58 +0000 UTC,37.86432,-122.2649,"2185 Dwight Way, Berkeley, CA 94704, USA",2019-10-15 21:03:39 +0000 UTC,37.87357,-122.25631,"University Dr, Berkeley, CA 94720, US",1.40,7.1,USD
San Francisco,UberX,CANCELED,2019-10-15 20:33:31 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,37.8640872,-122.2628591,,1970-01-01 00:00:00 +0000 UTC,37.8649006,-122.2605755,"University Dr, Berkeley, CA 94720, US",0.00,0,USD
